"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","0","2","2","1","1.517808","0","0"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","8","8","1","6.017198","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","8","8","1","6.063834","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","24","1","20.897638","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","8","8","1","6.175325","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","1.555090","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","12","12","1","11.372825","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","8","8","1","6.371517","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","49","52","1","37.812290","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","44","44","1","110.655342","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","18","18","1","7.942628","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","23","23","1","10.274982","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","133","133","1","107.926102","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","991","1015","1","610.440369","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","33","35","1","24.795956","0","0"
"/Game/Materials/EditorPH/M_Male_Body.M_Male_Body","0","166","178","2","120.087044","0","0"
"/Game/Materials/Umbrella_Art.Umbrella_Art","0","12","12","1","12.043774","0","0"
"/Game/Materials/EditorPH/_DefaultMaterial._DefaultMaterial","0","21","21","1","23.755770","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","17","17","1","9.956223","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","7","8","1","5.288322","0","0"
"/Game/Materials/Programming/Prog_Wires.Prog_Wires","0","33","33","1","32.651627","0","0"
"/Game/Materials/Programming/Prog_Walls.Prog_Walls","0","33","33","1","30.559464","0","0"
"/Game/Materials/Programming/Prog_Wall_Poles.Prog_Wall_Poles","0","33","33","1","28.794397","0","0"
"/Game/Materials/Programming/Prog_Computer_All_Fans.Prog_Computer_All_Fans","0","24","24","1","19.804989","0","0"
"/Game/Materials/Programming/Prog_Computer_All_Body.Prog_Computer_All_Body","0","21","21","1","19.704620","0","0"
"/Game/Materials/Programming/Prog_Sockets.Prog_Sockets","0","33","33","1","28.783802","0","0"
"/Game/Materials/Programming/Prog_Poles.Prog_Poles","0","33","33","1","29.168505","0","0"
"/Game/Materials/Programming/Prog_Old_Computers.Prog_Old_Computers","0","33","33","1","28.778643","0","0"
"/Game/Materials/Programming/Prog_Monitor.Prog_Monitor","0","33","33","1","29.269926","0","0"
"/Game/Materials/Programming/Prog_Hatchdoor.Prog_Hatchdoor","0","77","81","1","53.392117","0","0"
"/Game/Materials/Programming/Prog_Floor_Outside.Prog_Floor_Outside","0","33","33","1","28.587801","0","0"
"/Game/Materials/Programming/Prog_Floor_Main.Prog_Floor_Main","0","33","33","1","29.002119","0","0"
"/Game/Materials/Programming/Prog_Fence_Poles.Prog_Fence_Poles","0","33","33","1","28.784239","0","0"
"/Game/Materials/Programming/Prog_Fence_Planes.Prog_Fence_Planes","0","77","81","1","54.213638","0","0"
"/Game/Materials/Programming/Prog_Concept.Prog_Concept","0","33","33","1","28.660912","0","0"
"/Game/Materials/Programming/Prog_Boxes.Prog_Boxes","0","33","33","1","28.908400","0","0"
"/Game/Materials/Programming/Prog_Pipes.Prog_Pipes","0","33","33","1","28.910471","0","0"
"/Game/Materials/EditorPH/NewMaterial.NewMaterial","0","12","12","1","10.816735","0","0"
"/Game/Materials/EditorPH/Transparent_material.Transparent_material","0","40","40","1","42.064873","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","1.708457","0","0"
"/Game/Materials/Design/1003_Mat.1003_Mat","0","21","21","1","19.453442","0","0"
"/Game/Materials/Design/design_concept_4_Material_001_BaseColor_1001_Mat.design_concept_4_Material_001_BaseColor_1001_Mat","0","21","21","1","19.894909","0","0"
"/Game/Materials/Design/1004_Mat.1004_Mat","0","21","21","1","19.736122","0","0"
"/Game/Materials/Design/1002_Mat.1002_Mat","0","21","21","1","19.710543","0","0"
"/Game/Materials/Art/Art_Wooden_Pillars.Art_Wooden_Pillars","0","12","12","1","10.922812","0","0"
"/Game/Materials/Art/Art_Tree.Art_Tree","0","12","12","1","13.376650","0","0"
"/Game/Materials/Art/Art_Rocks.Art_Rocks","0","12","12","1","10.856871","0","0"
"/Game/Materials/Art/Art_Plants.Art_Plants","0","12","12","1","11.214302","0","0"
"/Game/Materials/Art/Art_Paper_Small.Art_Paper_Small","0","12","12","1","11.065611","0","0"
"/Game/Materials/Art/Art_Palette.Art_Palette","0","12","12","1","10.890051","0","0"
"/Game/Materials/Art/Art_Brushes.Art_Brushes","0","33","35","1","23.554735","0","0"
"/Game/Materials/Art/Art_Mushrooms.Art_Mushrooms","0","12","12","1","11.635201","0","0"
"/Game/Materials/Art/Art_Cans.Art_Cans","0","12","12","1","13.346652","0","0"
"/Game/Materials/Art/Art_Floor_Outside.Art_Floor_Outside","0","12","12","1","14.913956","0","0"
"/Game/Materials/Art/Art_Floor_Main.Art_Floor_Main","0","12","12","1","13.291419","0","0"
"/Game/Materials/Art/Art_Fences.Art_Fences","0","12","12","1","11.438659","0","0"
"/Game/Materials/Art/Art_Canvas2.Art_Canvas2","0","12","12","1","10.996036","0","0"
"/Game/Materials/Art/Art_Canvas1.Art_Canvas1","0","12","12","1","11.024741","0","0"
"/Game/Materials/Art/Art_Bridge.Art_Bridge","0","12","12","1","13.308484","0","0"
"/Game/Materials/Art/Art_Paper_Large.Art_Paper_Large","0","12","12","1","10.985355","0","0"
"/Game/Materials/Rein.Rein","0","12","12","1","11.210768","0","0"
"/Game/Materials/EditorPH/DevShield.DevShield","0","12","12","1","10.843140","0","0"
"/Game/Materials/EditorPH/DesignShield.DesignShield","0","12","12","1","10.737741","0","0"
"/Game/Materials/EditorPH/ArtShield.ArtShield","0","12","12","1","10.888003","0","0"
"/Game/Materials/Programming/Prog_Computer_All_Rasters.Prog_Computer_All_Rasters","0","33","35","1","23.251148","0","0"
"/Game/Materials/Programming/Prog_Keyboard.Prog_Keyboard","0","24","24","1","19.878288","0","0"
"/Game/Materials/Bosses/Gabe_BodySG1.Gabe_BodySG1","0","12","12","1","10.901443","0","0"
"/Game/Materials/Bosses/Material_001.Material_001","0","12","12","1","10.967757","0","0"
"/Game/Materials/Bosses/Material_002.Material_002","0","12","12","1","10.559408","0","0"
